stop_name,stop_id,stop_lat,stop_lon
"Küsnacht ZH, Himmelistrasse",8576219,47.31384,8.592224
"Küsnacht ZH, Hesligenstrasse",8576220,47.31577,8.593204
"Küsnacht ZH, Ränkestrasse",8576221,47.314545,8.595279
"Küsnacht ZH, Allmend",8576222,47.31581,8.597237
"Küsnacht ZH, Bahnhof",8576223,47.31924,8.580869999999999
"Zumikon, Gössikon",8576224,47.332474,8.614772
"Zumikon, Waltikon",8576225,47.33611,8.618185
"Zumikon, Dorfzentrum",8576226,47.332977,8.622919
"Otelfingen, Bahnhof",8576235,47.45483400000001,8.387614
"Otelfingen, Post",8576236,47.460484,8.390139
"Otelfingen, Schule",8576237,47.462967,8.390075999999999
"Boppelsen, Dorf",8576238,47.470276,8.402239
"Boppelsen, Hand",8576239,47.46876500000001,8.407243
"Zürich, Meierhofplatz",8576240,47.40201,8.499374000000001
"Zürich, Heizenholz",8576241,47.41229600000001,8.483905
"Zürich, Grünwald",8576242,47.417384999999996,8.483169
"Regensdorf, Lettenhau",8576243,47.42579,8.471957000000002
"Regensdorf, Obstgarten",8576244,47.429077,8.469254
"Regensdorf, Zentrum",8576245,47.43101,8.466101
"Regensdorf, Ostring",8576246,47.431984,8.471077000000001
"Watt, Geerenweg",8576248,47.439003,8.47724
"Watt, Dorf",8576249,47.442223,8.480742999999999
"Watt, Schulhaus",8576250,47.443913,8.4780035
"Watt, Laubisser",8576251,47.447475,8.477778
"Watt, Haldensteig",8576252,47.449013,8.4710865
"Adlikon b. R., Dorf",8576253,47.448161999999996,8.466469
"Adlikon b. R., Sonnhalde",8576255,47.45200300000001,8.462211
"Adlikon b. R., Sonnhalde West",8576256,47.453303999999996,8.458914
"Buchs ZH, Petermoos",8576257,47.457190000000004,8.443436
"Buchs ZH, Linde",8576258,47.458458,8.440247
"Buchs ZH, Post",8576259,47.45666,8.437588
"Buchs-Dällikon, Bahnhof",8576260,47.453438,8.436411
"Zürich, Zehntenhausplatz",8576262,47.41922,8.506461999999999
"Zürich, Hungerbergstrasse",8576263,47.421368,8.501314
"Regensdorf, Chrüzächer",8576264,47.427753,8.473241999999999
"Regensdorf, Gemeindehaus",8576265,47.43352,8.468337
"Regensdorf, Dreispitz",8576269,47.438359999999996,8.464725999999999
"Regensdorf, Sportanlage Wisa.",8576270,47.437508,8.461214
"Dällikon, Seitenacker",8576271,47.438778000000006,8.444703
"Dällikon, Dorf",8576272,47.439735,8.439303
"Dänikon, Gemeindehaus",8576273,47.445879999999995,8.406838
Hüttikon,8576274,47.44612,8.38642
"Regensdorf, Holenbach",8576275,47.431217,8.460944
"Dällikon, Industrie",8576276,47.444736,8.438783
"Buchs ZH, Industrie",8576277,47.45074,8.438163000000001
"Regensdorf, Furtbächli",8576278,47.44449,8.466694
"Regensdorf, Hardhölzli",8576279,47.44161,8.465902999999999
"Regensdorf, Althard",8576280,47.437943,8.470538000000001
"Adlikon b. R., Ziegelhütte",8576281,47.452633,8.466074
"Dielsdorf, Altmoos",8576282,47.475986,8.454863000000001
"Dielsdorf, Dorfzentrum",8576283,47.481396000000004,8.453667999999999
"Dielsdorf, Bezirksgebäude",8576285,47.48198,8.452688
"Dielsdorf, Spital",8576286,47.481667,8.450460000000001
"Regensberg, Hirsmühle",8576287,47.482258,8.444649
"Regensberg, Höfli",8576288,47.480946,8.43677
"Regensberg, Dorf",8576289,47.48287,8.436258
"Zufikon, Schulanlage",8576480,47.34747700000001,8.358375
"Zufikon, Volg",8576496,47.34537,8.35709
"Zufikon, Haldenstrasse",8576498,47.343315000000004,8.356974000000001
"Wettswil a.A., Schürli",8576699,47.332916,8.477886
"Wettswil a.A., Beerimoos",8576743,47.329570000000004,8.480069
"Uster, Burgreben",8576788,47.343887,8.717089999999999
"Horgen, Waidli",8577867,47.254158000000004,8.605528
"Horgen, untere Mühle",8577912,47.259186,8.598099000000001
"Würenlos, Bettlen",8578679,47.445988,8.370878999999999
"Oberrieden, Bahnhof",8579186,47.279423,8.579153
"Oberrieden, Seehalde",8579188,47.27336,8.583124
"Horgen, Scheller",8579189,47.269141999999995,8.58687
"Horgen, Plattenhof",8579190,47.265423,8.588047
"Horgen, Spital",8579192,47.263363,8.589025999999999
"Wettswil a.A., Dettenbühl",8579434,47.337715,8.474544999999999
"Wettswil a.A., Chilenholzstr.",8579440,47.33408,8.4787035
"Wettswil a.A., Oberhusen",8579442,47.337685,8.477851
"Wettswil a.A., Eggächer",8579443,47.33978,8.474715
"Wettswil a.A., Heissächerstr.",8579453,47.34168,8.474086999999999
"Wettswil a.A., Strumbergächer",8579472,47.34268,8.472254
"Wettswil a.A., Rehweid",8579495,47.343773,8.470691
"Wettswil a.A., Langächer",8579497,47.34361,8.468966499999999
"Kloten, Sporthalle Ruebisbach",8579843,47.461956,8.5771055
"Fehraltorf, Schrännenbrunnen",8579869,47.395340000000004,8.736233
"Kloten, Weinbergstrasse",8579967,47.46534000000001,8.581642
"Kloten, Egetswil",8579968,47.469555,8.584669
"Kloten, Chanzler",8579969,47.46709,8.582028
"Bonstetten, Sunnenberg",8579991,47.312447,8.473394
"Wettswil a.A., Moosstrasse",8579994,47.33501,8.474751
"Affoltern a. A., Bezirksspital",8580268,47.281197,8.457386999999999
"Zürich Flughafen, OPC",8580301,47.452652,8.565660000000001
"Berikon, Stalden",8580317,47.34764000000001,8.376503
"Kloten, Bramen",8580432,47.443913,8.578425
"Kloten, Graswinkel",8580433,47.45094,8.596482
"Kloten, Lindenstrasse",8580434,47.452244,8.587149
"Kloten, Mühle",8580435,47.450108,8.591928
"Kloten, Säntisstrasse",8580437,47.451565,8.591028999999999
"Kloten, Wohnheim",8580438,47.453625,8.593257000000001
"Glattbrugg, Riethofstrasse",8580443,47.43638,8.568922
"Zürich Oerlikon, Bahnhof",8580449,47.411495,8.544792999999999
"Zürich, Escher-Wyss-Platz",8580522,47.390797,8.522397999999999
"Opfikon, Schulstrasse",8580536,47.43084,8.573719
"Bülach, Engelwis",8580617,47.51119,8.53713
"Bachenbülach, Bramenländli",8580619,47.503525,8.538963
"Bachenbülach, Bramenstrasse",8580620,47.502956,8.537175
"Horgen, Baumgärtlihof",8580724,47.25899999999999,8.599689
"Widen, Burkertsmatt",8580728,47.36571,8.365236999999999
"Berikon, Kesslernmatt",8580729,47.36458,8.366082
"Bremgarten AG, Bibenlos",8580847,47.35384000000001,8.349994
"Uster, Ackerstrasse",8580872,47.353004,8.712705999999999
"Uster, Krämeracker",8580874,47.351738,8.705924000000001
"Uster, Sonnenberg",8580877,47.350184999999996,8.702618
"Uster, Stadthaus",8580879,47.347977,8.718635
"Zürich, Schaufelbergerstrasse",8580912,47.368904,8.501844
"Affoltern a. A., Friedhof",8581015,47.282665,8.446499000000001
"Stallikon, Loomatt",8581059,47.339413,8.485297000000001
"Oberwil-Lieli, Bündtenmättli",8581346,47.339596,8.38289
"Uster, Seeweg",8581538,47.346138,8.6965275
"Uster, Apothekerstrasse",8581539,47.346184,8.715069
"Uster, Wildsbergstrasse",8581540,47.351223,8.699644000000001
"Uster, Jungholz",8581541,47.350327,8.695971
"Uster, Burgstrasse",8581542,47.343059999999994,8.720044999999999
"Uster, Krone",8581543,47.341125,8.725669
"Uster, Bildungszentrum",8581544,47.347515,8.709607
"Uster, Jugendhaus",8581545,47.350048,8.712437
"Uster, Nossikon",8581546,47.340126,8.729549
"Uster, Poststrasse",8581548,47.349117,8.717
"Bonstetten, Lätten",8581666,47.3189,8.455788
"Wettswil a.A., Schachenbach",8581967,47.327785,8.473422
"Bülach, Einkaufszentrum Süd",8582005,47.50947,8.539062
"Zwillikon, Lochhof",8582104,47.28855,8.422496
"Bremgarten AG, Zelgli",8582462,47.347557,8.348197
"Bremgarten AG, Zufikerstrasse",8582529,47.35226,8.350064999999999
"Oberglatt ZH, Bälen",8582662,47.480125,8.523368
"Niederglatt ZH, Sonnenbergstr.",8582720,47.49049,8.502958
"Hedingen, Hausacker",8582721,47.294895000000004,8.449185
"Hedingen, Güpf",8582722,47.299725,8.448233
"Affoltern a. A., Blitzgbach",8582723,47.285522,8.453102000000001
"Bülach, Cholplatz",8582739,47.509903,8.544541
"Riedt b. Neerach, Storchen",8582751,47.50039,8.474024
"Birmensdorf ZH, Weissenbrunnen",8582752,47.35607,8.445960000000001
"Affoltern a. A., Weinberg",8582763,47.279759999999996,8.461312
"Ottenbach, Engelwiese",8582790,47.281826,8.404871
"Aeugst am Albis, Grossacher",8583047,47.266106,8.491208
"Stallikon, Langfuren",8583053,47.323627,8.490167
"Jonen, Radmühle",8583071,47.301968,8.392996
"Islisberg, Räbacher",8583206,47.321636,8.435325
"Birmensdorf ZH, Ristet",8583214,47.365722999999996,8.429414
"Ottenbach, Geeren",8583363,47.284245,8.409192
"Waldegg, Leuen",8583613,47.36274,8.459633
"Steinmaur, Sünikon",8583692,47.490757,8.437389999999999
"Birmensdorf ZH, Landikon Dorf",8583731,47.352779999999996,8.461097
"Aesch ZH, Heligenmattstrasse",8583755,47.334526000000004,8.436331
"Oberglatt ZH, Pistenende",8583761,47.482468,8.527168
"Niederglatt ZH, Seeblerstrasse",8583769,47.487343,8.498476
"Winkel, Seebüel",8583774,47.49242,8.547191999999999
"Winkel, Wisental",8583775,47.479275,8.553749
"Bonstetten, Dorfstrasse",8583805,47.31687,8.462363
"Höri, Schulhaus",8583831,47.508635999999996,8.506345
"Rifferswil, Hausmatte",8583855,47.248385999999996,8.491685
"Affoltern a.A., Moosbach",8583890,47.272743,8.439860000000001
"Uster, Pfannenstielstrasse",8587010,47.346706,8.701513
Kindhausen AG,8587018,47.394176,8.375973
"Dietikon, Bahnhof",8587020,47.40583400000001,8.404521
"Zürich, Rote Fabrik",8587347,47.342729999999996,8.536016
"Zürich, Bahnhofplatz/HB",8587348,47.37724,8.53934
"Zürich, Bahnhofquai/HB",8587349,47.377563,8.5417385
"Kloten, Bahnhof",8587420,47.448966999999996,8.583888
"Wallisellen, Glatt (Bus)",8587651,47.409209999999995,8.595547999999999
"Zürich, Altried",8587652,47.40563,8.591002
"Dübendorf, Bahnhof",8587653,47.39973,8.623638
"Glattbrugg, Glatthof",8587654,47.434509999999996,8.567628
"Wallisellen, Bahnhof",8587655,47.412724,8.592528999999999
"Uster, Gschwaderstrasse",8587680,47.355183000000004,8.709247999999999
"Kloten Balsberg, Bahnhof",8587799,47.441612,8.568607
"Volketswil, Giessen",8587858,47.38888,8.696302000000001
"Uster, Loren",8587859,47.358025,8.711619
"Uster, Strick",8587860,47.35645,8.712760000000001
"Uster, Zentralstrasse",8587952,47.347159999999995,8.717925
"Erlenbach ZH, Alterswohnheim",8587964,47.307293,8.594767
"Erlenbach ZH, Bahnhof",8587965,47.305817,8.591244999999999
"Erlenbach ZH, Bahnhofstrasse",8587966,47.30379,8.591344
"Erlenbach ZH, Im Bindschädler",8587967,47.29558,8.603938000000001
"Erlenbach ZH, Chapf",8587968,47.30787700000001,8.609032000000001
"Erlenbach ZH, Erlenhöhe",8587969,47.306000000000004,8.602393
"Erlenbach ZH, Föhrenstrasse",8587970,47.307083,8.607855
"Erlenbach ZH, Im Loo",8587971,47.304916,8.593625
"Erlenbach ZH, Im Streuli",8587972,47.29705,8.6064
"Erlenbach ZH, Im Vogelsang",8587973,47.305782,8.596635000000001
"Erlenbach ZH,Kirchgemeindehaus",8587974,47.30279,8.59332
"Erlenbach ZH, Pflugstein",8587975,47.296894,8.608672
"Erlenbach ZH, Rankstrasse",8587976,47.307629999999996,8.597325999999999
"Erlenbach ZH, Rebstrasse",8587977,47.29912,8.602186
"Erlenbach ZH, Sandfelsenstr.",8587978,47.307255,8.600102
"Erlenbach ZH, Schulhaus",8587979,47.302357,8.597901
"Erlenbach ZH, Schützenhaus",8587980,47.307182,8.613505
"Meilen, Eichholz",8587981,47.282196,8.623908
"Meilen, Zentrum Feldmeilen",8587982,47.278645000000004,8.6159935
"Meilen, Schulhaus Feld",8587983,47.276512,8.622955000000001
"Meilen, Schwabach",8587984,47.27538300000001,8.625731
"Herrliberg, Alterssiedlung",8587992,47.287052,8.615067999999999
"Herrliberg, Aryanastrasse",8587993,47.288956,8.617413
"Herrliberg, Bergstrasse",8587994,47.294365,8.614341
"Herrliberg, Forchstrasse",8587996,47.28702,8.621293
"Herrliberg, Freudacherstrasse",8587997,47.295437,8.613298
"Herrliberg, Gartenstrasse",8587998,47.285767,8.612579
"Herrliberg, Grundhofstrasse",8587999,47.286144,8.617709
"Herrliberg, Grüt",8588000,47.290184,8.605861
"Herrliberg, Harzerstrasse",8588001,47.286705,8.618024
"Herrliberg, Holzwies",8588002,47.293407,8.608322
"Herrliberg, Humrigen",8588003,47.283752,8.620746
"Herrliberg, Pfarrgasse",8588005,47.287094,8.608906
"Herrliberg, Rietli",8588006,47.286755,8.625542999999999
"Herrliberg, Schulhaus",8588007,47.288612,8.613182
"Herrliberg, Sportplatz",8588008,47.2927,8.611798
"Herrliberg, Tennisplätze",8588009,47.290714,8.615768
"Herrliberg, Vogtei",8588010,47.289654,8.6097145
"Herrliberg-Feldmeilen, Bahnhof",8588011,47.281734,8.612796000000001
"Meilen, Allmend",8588014,47.271029999999996,8.648207000000001
"Meilen, Bezibüel/Chilchbüel",8588017,47.279167,8.663236
"Meilen, Bundi",8588019,47.281178000000004,8.667017999999999
"Meilen, Charrhalten",8588020,47.277027000000004,8.6635685
"Meilen, Hallenbad",8588023,47.272304999999996,8.64535
"Meilen, Halten",8588024,47.271328000000004,8.657388000000001
"Meilen, Hohenegg",8588025,47.273999999999994,8.66099
"Meilen, Ormis",8588027,47.270794,8.653022
"Meilen, Parkresidenz",8588028,47.2701,8.638586
"Meilen, Plätzli",8588029,47.2741,8.6253
"Meilen, Rebbergstrasse",8588030,47.27841,8.619173
"Meilen, Roren",8588031,47.282897999999996,8.669919
"Meilen, Tobel",8588032,47.282265,8.618733
"Meilen, Vorderer Pfannenstiel",8588033,47.285786,8.680295
"Meilen, Zur Au",8588034,47.273272999999996,8.661807000000001
"Uster, Bordacker",8588050,47.351994,8.729334
"Uster, Dammstrasse",8588051,47.35345,8.715679
"Uster, Gschwader",8588052,47.35827000000001,8.712778
"Uster, Haberweid",8588053,47.361877,8.713506
"Uster, Meieracher",8588054,47.360046000000004,8.714592999999999
"Uster, Oberlandstrasse",8588055,47.354355,8.715752
"Uster, Talweg",8588056,47.348515,8.730781
"Uster, Himmelriich",8588057,47.356834,8.7294235
"Uster, Wageren",8588058,47.351902,8.727106
"Uster, Weidli",8588059,47.353996,8.730637
"Zürich, Central",8588078,47.376841999999996,8.54394
"Dänikon, Rotflue",8588094,47.447052,8.395914999999999
"Gutenswil, Grossenacher",8588095,47.382065000000004,8.716838000000001
"Volketswil, Hofwisen",8588096,47.381096,8.672982000000001
"Volketswil, Gries",8588097,47.385979999999996,8.679316
"Gutenswil, Sternen",8588098,47.385365,8.71877
"Erlenbach ZH, Allmend",8588205,47.306305,8.605339
"Tagelswangen, Gerenhalde",8588279,47.431404,8.66797
"Effretikon, Brüttenerstrasse",8588311,47.431957000000004,8.686035
"Effretikon, Kapelle Rikon",8588312,47.432926,8.689044
Baltenswil,8588313,47.430912,8.640527
"Dietlikon, Bahnhof",8588314,47.420357,8.619083
"Kloten, Grindel",8588315,47.447384,8.606767999999999
"Bassersdorf, Dietlikonerstr.",8588316,47.441463,8.62937
"Bassersdorf, Bächli",8588317,47.438922999999996,8.635738
"Brüttisellen, Ob. Wangenstr.",8588318,47.42582,8.634849
"Brüttisellen, Zentrum",8588319,47.423846999999995,8.630699
"Nürensdorf, Lindauerstrasse",8588469,47.444195,8.653561
Kleinikon,8588502,47.456818,8.685702000000001
"Zürich Flughafen, Fracht",8588553,47.452496000000004,8.572057000000001
"Grafstal, Engelacher",8588735,47.442257,8.700389999999999
"Kloten, Ackerstrasse",8588736,47.45483400000001,8.587157000000001
"Kloten, Geissbergstrasse",8588737,47.45487,8.59155
"Kloten, Härdlen",8588738,47.45571500000001,8.589924
"Kloten, Lägernstrasse",8588739,47.445095,8.575892
"Kloten, Neubrunnenstrasse",8588740,47.444878,8.57875
"Wallisellen, Kaserne",8588744,47.416855,8.585531
"Wallisellen, Steinacker",8588745,47.418808,8.581947
"Horgen, Gehren",8588984,47.252109999999995,8.601414
"Horgen, Heubach",8588985,47.254771999999996,8.597919000000001
"Volketswil, Zimikon",8589106,47.385178,8.6723175
"Oberrieden, Tannenbach",8589108,47.26919,8.582441000000001
"Horgen, Säntisstrasse",8589109,47.26468,8.585989999999999
"Horgen, Widmerheim",8589110,47.26719,8.584445
"Horgen, Gumelenstrasse",8589111,47.260857,8.592305
"Volketswil, Chammwisen",8589128,47.38836,8.677384
"Bergdietikon, Baltenschwil",8590200,47.393066,8.392555
"Bergdietikon, Bergli",8590201,47.391125,8.389573
"Bergdietikon, Bernold",8590202,47.388034999999995,8.388126
"Bergdietikon, Dünni",8590203,47.3945,8.393130000000001
"Bergdietikon, Rietwies",8590204,47.393209999999996,8.390714
"Bergdietikon, Vorbühl",8590205,47.389362,8.38536
"Dietikon, Bahnhofstrasse",8590217,47.40429,8.404135
"Dietikon, Gjuchstrasse",8590218,47.407963,8.3932295
"Dietikon, Kirchplatz",8590219,47.405148,8.403686
"Dietikon, Marmori-Weiher",8590220,47.39928,8.394478
"Dietikon, Oetwilerstrasse",8590222,47.40586500000001,8.3981695
"Dietikon, Stadthaus",8590223,47.40255,8.400694
"Kindhausen AG, Eichholz",8590241,47.394196,8.380517999999999
"Spreitenbach, ASP",8590268,47.41421,8.379521
"Spreitenbach, Breiti",8590269,47.429474,8.359551
"Spreitenbach, Brüel",8590270,47.41795,8.372083
"Spreitenbach, Dorf",8590271,47.419273,8.367125
"Spreitenbach, Fegistrasse",8590272,47.430252,8.369819
"Spreitenbach, Furttalstrasse",8590273,47.42639000000001,8.365516
"Spreitenbach, Härdlistrasse",8590274,47.43193400000001,8.368885
"Spreitenbach, IKEA",8590275,47.42007,8.375478999999999
"Spreitenbach, Interio",8590276,47.427085999999996,8.364402
"Spreitenbach, Langäcker",8590277,47.423183,8.363109
"Spreitenbach, Rotzenbühl",8590278,47.425470000000004,8.361186
"Spreitenbach, Shopping Center",8590279,47.42041,8.368777
"Würenlos, Büntenstrasse",8590314,47.44482,8.367636
"Zürich, Farbhof",8590318,47.391132,8.479171000000001
"Spreitenbach, Spreiti West",8590396,47.429207,8.357889
"Spreitenbach, Center Spreitenb",8590397,47.422394,8.36946
"Adlikon b. R., Pächterried",8590461,47.44589600000001,8.470044
"Adlikon b. R., Leematten",8590462,47.452587,8.467062
"Adliswil, Badstrasse",8590463,47.31365200000001,8.53325
"Adliswil, Bahnhof",8590464,47.31193,8.5244465
"Adliswil, Baumgartenweg",8590465,47.309692,8.525766
"Adliswil, Bodenacker",8590466,47.316475,8.517439
"Adliswil, Büchel",8590467,47.301224,8.522111
"Adliswil, Eichenweg",8590468,47.320004,8.533689500000001
"Adliswil, Feldblumenstrasse",8590469,47.31459,8.519173
"Adliswil, Friedhof",8590470,47.306885,8.529638
"Adliswil, Baldernstrasse",8590471,47.320679999999996,8.515614999999999
"Adliswil, Grüt",8590472,47.322117,8.528929
"Adliswil, Hofackerstrasse",8590473,47.315135999999995,8.535765
"Adliswil, Krone",8590474,47.312943,8.527823
"Adliswil, Landolt-Junker-Str.",8590475,47.30346,8.52238
"Adliswil, Ahornweg",8590476,47.31879,8.53439
"Adliswil, Moos",8590477,47.325455,8.531049000000001
"Adliswil, Poststrasse",8590478,47.313225,8.525084
"Adliswil, Zopf",8590479,47.319107,8.516361
"Adliswil, Rifertstrasse",8590480,47.31012,8.531543
"Adliswil, Rütistrasse/Wacht",8590481,47.30702,8.532199
"Adliswil, Schulhaus Kopfholz",8590482,47.308853000000006,8.534382
"Adliswil, Tiefacker",8590484,47.316720000000004,8.529917
"Adliswil, Tobelhof",8590485,47.30915,8.528516
"Adliswil, Wanneten-/Haldenstr.",8590486,47.305915999999996,8.522469500000001
"Aesch bei Maur, Im Brünneli",8590487,47.330566,8.654729
"Aesch bei Maur, Zollingerheim",8590488,47.326683,8.656345
"Bassersdorf, Chlupfgasse",8590503,47.444626,8.624626
"Benglen, Gerlisbrunnen",8590504,47.361088,8.633610000000001
"Binz bei Maur, Fridlimatt",8590505,47.358932,8.625156
"Brütten, Zelgli",8590506,47.47142,8.673872
"Brüttisellen, Gsellhof",8590507,47.421707,8.629665
"Brüttisellen, Haldenbrücke",8590508,47.41881,8.631364
"Dübendorf, Sport Heerenschürli",8590510,47.404379999999996,8.596051
"Dietikon, Birmensdorferstrasse",8590512,47.39758,8.417394
"Dietikon, Dörfli",8590513,47.40041,8.406623
"Dietikon, Rapidplatz",8590514,47.41119000000001,8.404539
"Dietikon, Hagackerstrasse",8590515,47.41753,8.396795
"Dietikon, Hätschen",8590516,47.402065,8.393839999999999
"Dietikon, Hofacker",8590517,47.39826,8.411672
"Dietikon, Lätten",8590518,47.40218,8.385154
"Dietikon, Lerzen",8590519,47.41764000000001,8.399086
"Dietikon, Moosmatt",8590520,47.419445,8.393858
"Dietikon, Oberdorf",8590521,47.401737,8.396374
"Dietikon, Pestalozzi",8590523,47.41434,8.398781
"Dietikon, Schäflibach",8590525,47.400005,8.411078
"Dietikon, Schönenwerd",8590526,47.397175,8.424662
"Dietikon, Silbern",8590528,47.418198,8.392951
"Dietikon, Sommerau",8590529,47.403079999999996,8.405105
"Dietikon, Stadthalle Ost",8590531,47.405506,8.390274
"Dietikon, Staffelackerstrasse",8590532,47.4019,8.390813
"Dietikon, Stelzenacker",8590533,47.40432,8.391809
"Dietikon, Vorstadt",8590535,47.409121999999996,8.397874
"Dietikon, Weidstrasse",8590536,47.400726,8.388262
"Dietikon, Weinberg",8590537,47.400826,8.381910000000001
"Dietlikon, Aegert",8590538,47.412067,8.621437
"Dietlikon, Bahnhof/Bad",8590539,47.421963,8.620809
"Dietlikon, Brandbachstrasse",8590540,47.41696500000001,8.624653
"Dietlikon, Dornenstrasse",8590541,47.416584,8.616892
"Dietlikon, Dübendorferstrasse",8590542,47.413506,8.619558999999999
"Dietlikon, Hofwiesen",8590543,47.42639000000001,8.618518
"Dietlikon, Hörnligraben",8590544,47.41214,8.614547
"Dietlikon, Industriestrasse",8590545,47.41425,8.621949
"Dübendorf, Alterszentrum",8590547,47.38791,8.620395
"Dübendorf, Bahnhof Nord",8590548,47.400738,8.624258
"Dübendorf, Bauhof",8590549,47.394816999999996,8.63458
"Dübendorf, Bettlistrasse",8590550,47.39705,8.625614
"Dübendorf, Branzenäsch",8590551,47.394665,8.631157
"Dübendorf, Breitibach",8590552,47.395720000000004,8.605879
"Dübendorf, Chriesmatt",8590553,47.405468,8.625193
"Dübendorf, City Center",8590554,47.397,8.6164875
"Dübendorf, Claridenstrasse",8590555,47.39488,8.628714
"Dübendorf, Eglishölzli",8590556,47.405871999999995,8.630996000000001
"Dübendorf, EMPA",8590557,47.40187,8.611439
